NiAgSe2_mp-1018020,72.0
PrSiAg_mp-1025028,81.0
Cd(AgI2)2_mp-1025377,20.0
TmAgTe2_mp-1078600,42.0
LiAlAg2_mp-11947,69.0
CaAgP_mp-12277,61.0
AgSbTe2_mp-12360,50.0
YAgTe2_mp-12903,41.0
AlAgTe2_mp-14092,42.0
FeAgO2_mp-19225,131.0
Ag2MoO4_mp-19318,68.0
CeAgAs2_mp-20384,83.0
AgClO4_mp-22993,27.0
Ag2HgI4_mp-23485,11.0
AcClO_mp-30273,67.0
HoInAg2_mp-30342,77.0
Li2InAg_mp-30344,27.0
AgPF6_mp-34418,23.0
CrAgSe2_mp-3532,64.0
AcOF_mp-36526,108.0
Ag2PdO2_mp-5495,84.0
Ag3SI_mp-558189,6.0
CaAgAs_mp-5615,53.0
Li2AgSn_mp-567347,84.0
DyAgGe_mp-567574,76.0
LiAgC2_mp-571454,28.0
TaAgS3_mp-5821,75.0
CuAgO2_mp-675402,105.0
LiAgF2_mp-752927,80.0
AgClO3_mp-775761,32.0
Pr2AgRu_mp-861481,83.0
Ac2AgIr_mp-861724,72.0
AcMgTl2_mp-861735,40.0
Ac2HgGe_mp-861872,50.0
LiAc2Si_mp-861876,39.0
AcCdRh2_mp-861880,111.0
Ac2CuIr_mp-861883,73.0
AcGaTe2_mp-861884,43.0
AcHgAu2_mp-861966,64.0
Ac2CdSn_mp-862319,47.0
Sc2InAg_mp-862337,75.0
Sc2TlAg_mp-862366,72.0
LiAcTl2_mp-862549,35.0
LiAc2Ga_mp-862613,34.0
LiAc2Ge_mp-862667,37.0
Ac2SiAu_mp-862698,62.0
Ac2CuGe_mp-862786,44.0
RbAcTe2_mp-862797,276.0
Ac2NiIr_mp-862849,87.0
AcInAu2_mp-862860,72.0
PmAgAu2_mp-862872,81.0
AcAgHg2_mp-862873,52.0
AcAg2Sn_mp-862890,61.0
PmInAg2_mp-862923,73.0
PmMgAg2_mp-862936,62.0
AcAgAu2_mp-862972,70.0
KAcTe2_mp-863710,37.0
AcCuO3_mp-864606,164.0
LiAcTe2_mp-864755,43.0
Ac2SnHg_mp-864795,45.0
NaAcHg2_mp-864806,38.0
CaAcZn2_mp-864962,41.0
Ca2AgPb_mp-864991,46.0
AcTlTe2_mp-865028,40.0
NaAcTe2_mp-865081,40.0
NaAcTl2_mp-865090,35.0
Tm2AgPt_mp-865281,97.0
Ho2InAg_mp-865297,63.0
Lu2AgRu_mp-865459,101.0
Ac2CuSn_mp-865470,43.0
YAgHg2_mp-865502,99.0
YCdAg2_mp-865503,56.0
Lu2InAg_mp-865505,70.0
Yb2AgGe_mp-865630,40.0
Ac2SiPd_mp-865855,58.0
Li2AcIn_mp-865897,33.0
AcTiO3_mp-865927,165.0
YbPrAg2_mp-865947,46.0
Ac2IrAu_mp-865951,80.0
AcTlAu2_mp-865952,59.0
AcSnAu2_mp-865957,73.0
AcMgCd2_mp-865979,42.0
Ac2ZnGe_mp-866018,46.0
Ac2MgSn_mp-866103,41.0
Ac2IrPd_mp-866107,77.0
AcYbHg2_mp-866203,42.0
AcMgHg2_mp-866225,49.0
Ac2ZnSi_mp-866289,50.0
CsAgO_mp-8666,22.0
AcInTe2_mp-867112,42.0
Ac2GePd_mp-867241,58.0
AcCdAg2_mp-867338,52.0
CsAcTe2_mp-867341,36.0
AcPbAu2_mp-867422,74.0
Sm2AgRu_mp-867869,87.0
SrAcHg2_mp-867925,37.0
AlAgO2_mp-9631,154.0
Sm2AgRh_mp-972530,76.0
Sm2TlAg_mp-972536,48.0
Sm(AgGe)2_mp-972680,74.0
MgInAg2_mp-973088,45.0
RbAcO3_mp-975463,62.0
NaAc2Sn_mp-976076,33.0
Li2AcTl_mp-976333,33.0
Nd2ZnAg_mp-976341,54.0
PaAgAu2_mp-977444,123.0
Pr2TlAg_mp-978085,51.0
Pr2InAg_mp-978100,51.0
SrAcZn2_mp-978929,33.0
SrAcTl2_mp-978953,183.0
Sm2ZnAg_mp-979057,54.0
SrAgO3_mp-979294,112.0
YHoAg2_mp-979425,70.0
AcYbMg2_mp-979950,25.0
AcYbCd2_mp-979962,41.0
Ca2AgGe_mp-983566,40.0
Ac2SiHg_mp-983586,49.0
Ac2NiGe_mp-983587,55.0
AcTlHg2_mp-984551,47.0
AgBO3_mp-985292,179.0
CaAcIn2_mp-985450,44.0
AgAuO2_mp-996980,91.0
AgAuO2_mp-996983,65.0
MnAgO2_mp-996995,86.0
AgPtO2_mp-997006,123.0
CaAgO2_mp-997030,116.0
RbAgCl3_mp-998201,32.0
CuAgF3_mp-998414,88.0
AlAgO3_mvc-15475,100.0
LuAgO2_mp-1018025,123.0
SiAgPt5_mp-1025220,198.0
Mn3AgN_mp-10666,141.0
SrAgP_mp-10667,56.0
ScAgO2_mp-11022,123.0
PrMg2Ag_mp-11234,41.0
SmMg2Ag_mp-11235,45.0
LuAgSn_mp-12505,73.0
TmAgTe2_mp-12953,49.0
Cs2AgF4_mp-13649,34.0
Li2AgSb_mp-16238,47.0
Ag2SeO3_mp-16913,29.0
Ag3Ge5P6_mp-17862,65.0
CsAgSe4_mp-18105,9.0
FeAgO2_mp-18966,131.0
NiAgO2_mp-19069,127.0
NiAgO2_mp-19284,124.0
Ni(AgO)2_mp-19405,126.0
VAg3O4_mp-19412,72.0
InAgO2_mp-20329,109.0
TmAgPb_mp-20522,68.0
InAgSe2_mp-20554,45.0
YAgPb_mp-21505,66.0
LiAg3O2_mp-27227,74.0
ErInAg2_mp-30340,79.0
MgCdAg2_mp-30727,69.0
SrAgBi_mp-31018,35.0
Zn2AgAu_mp-31171,102.0
CeCd2Ag_mp-31173,62.0
AgBiSe2_mp-33618,53.0
AgSbSe2_mp-33683,58.0
AgBiI4_mp-35909,8.0
CrAgS2_mp-4182,77.0
AgAsSe2_mp-4483,65.0
GaAgS2_mp-5342,61.0
CdAgSb_mp-542065,70.0
GaAgSe2_mp-5518,50.0
TaAgS3_mp-561242,77.0
LaInAg2_mp-568917,96.0
Ag2HgI4_mp-570256,14.0
YAgSn_mp-5729,86.0
ZrAgMo_mp-631561,97.0
AgAsRu2_mp-631567,185.0
BaAgAs_mp-7359,43.0
Sr(AgSn)2_mp-7366,40.0
LiAgF2_mp-758302,62.0
ScAgO3_mp-776150,132.0
Ba(AgSn)2_mp-7882,47.0
Ba(AgS)2_mp-8579,50.0
RbAgO_mp-8603,24.0
AgHgPd2_mp-861501,118.0
Sc2GaAg_mp-862339,80.0
Sc2AgRu_mp-862473,112.0
Sc2AgAu_mp-862703,93.0
PmAlAg2_mp-862837,75.0
PmAgHg2_mp-862874,69.0
PmGaAg2_mp-862903,68.0
PmTlAg2_mp-862966,62.0
HoAgHg2_mp-864775,69.0
NdAgHg2_mp-864893,64.0
HoCdAg2_mp-864904,77.0
Dy2AgOs_mp-864977,104.0
Dy2AgIr_mp-864981,103.0
MgGaAg2_mp-865183,66.0
YbNdAg2_mp-865426,51.0
CaCeAg2_mp-865460,20.0
YbInAg2_mp-865789,56.0
MgAlAg2_mp-865919,78.0
LiGaAg2_mp-865963,48.0
Tm2TlAg_mp-866120,69.0
YbAgPd2_mp-866177,91.0
Yb2AgSn_mp-866212,45.0
LaAgHg2_mp-867245,69.0
CdAgPd2_mp-867260,116.0
Ca2AgSn_mp-867751,40.0
La2AgSn_mp-867801,51.0
SmTlAg2_mp-867876,59.0
CaAgP_mp-961647,38.0
Ag2HgS2_mp-9635,46.0
Sc2AlAg_mp-972907,79.0
La2ZnAg_mp-973957,52.0
Pr2AgHg_mp-975788,54.0
PrTlAg2_mp-975801,63.0
KAgO3_mp-976229,65.0
Pr2ZnAg_mp-978083,51.0
Sm2AgHg_mp-978545,58.0
Tb2AgIr_mp-979270,101.0
CdAg2Au_mp-983602,80.0
AgBiS2_mp-985828,64.0
AgBiO2_mp-996965,87.0
BaAgO2_mp-996979,68.0
CaAgO2_mp-997004,119.0
CaAgO2_mp-997005,98.0
CsAgBr3_mp-998344,26.0
AlAgO3_mvc-15935,146.0
TlAgTe2_mp-10006,28.0
NaAgO_mp-1008866,59.0
KAgO_mp-1009048,42.0
HoCu4Ag_mp-1024987,111.0
TmCu4Ag_mp-1025116,109.0
LaSi2Ag_mp-1025390,88.0
MgZnAg2_mp-11236,76.0
Ce(AgGe)2_mp-12063,76.0
AgSbTe2_mp-12359,52.0
NbAgO3_mp-12725,190.0
ScAgSe2_mp-12908,62.0
KAgSe_mp-16236,27.0
ErAgPb_mp-16745,71.0
EuAgSb_mp-22707,50.0
LiAg2Sn_mp-2927,70.0
FeAgTe2_mp-29659,51.0
AgBiS2_mp-29678,61.0
CuAgTe2_mp-2977,16.0
ScInAg2_mp-30347,83.0
Li2AgPb_mp-30349,94.0
ScAlAg2_mp-31169,97.0
Cd2AgAu_mp-31170,105.0
Ag3AuS2_mp-34460,40.0
ZnAgAs_mp-34611,65.0
MgAgAs_mp-3477,66.0
Na3AgO2_mp-3527,50.0
Nd5AgSe8_mp-36592,60.0
Ag3PO4_mp-4198,75.0
Ag2CO3_mp-4691,45.0
FeAgS2_mp-5058,58.0
Pr(AgGe)2_mp-5564,70.0
CrAgS2_mp-560676,29.0
Ag2SO4_mp-5625,48.0
CsAgCl2_mp-567558,21.0
LiInAg2_mp-567787,22.0
SmInAg2_mp-568719,70.0
ErAgSn_mp-569724,70.0
PrInAg2_mp-570683,71.0
TiCrAg_mp-631575,78.0
Ag2BBr_mp-631581,50.0
NdMg2Ag_mp-644504,43.0
CuAgO2_mp-7237,43.0
KAgF4_mp-7387,27.0
LiAg2F6_mp-753326,63.0
SmAgO2_mp-754110,100.0
NaAgO2_mp-754326,56.0
K2AgSb_mp-7643,14.0
Ca(AgGe)2_mp-7878,51.0
Sr(SiAg)2_mp-7880,60.0
Cd2AgRh_mp-861878,90.0
Ho2TlAg_mp-861993,63.0
Sc2TcAg_mp-862379,109.0
Sc2AgOs_mp-862431,124.0
Sc2AgHg_mp-862702,78.0
Pm2AgIr_mp-862977,96.0
Pm2AgPt_mp-862989,84.0
Er2TlAg_mp-863667,63.0
Pm2SiAg_mp-863743,67.0
LiMg2Ag_mp-864598,46.0
PaAgTe2_mp-864791,74.0
Mg2AgPt_mp-864932,91.0
Yb2AgBi_mp-865546,36.0
Yb2AgPt_mp-865660,58.0
LaYbAg2_mp-865811,49.0
YbPmAg2_mp-865896,53.0
CeAlAg2_mp-865968,94.0
Lu2TlAg_mp-866131,65.0
Y2AgIr_mp-866160,98.0
YMgAg2_mp-866162,63.0
ScCdAg2_mp-867127,79.0
CeZn2Ag_mp-867186,74.0
SmAgHg2_mp-867218,67.0
ThCdAg2_mp-867372,83.0
La2AgRu_mp-867798,90.0
Sm2AgIr_mp-867868,88.0
CuAgS_mp-8911,46.0
DyYAg2_mp-971924,68.0
Tm2ZnAg_mp-971979,65.0
YErAg2_mp-972420,69.0
Sm2AgSn_mp-972511,59.0
SmYAg2_mp-972528,57.0
Sc2CdAg_mp-972882,76.0
