Nb4CoSi_mp-10003,191.0
TlAgTe2_mp-10006,28.0
Al(CoSi)2_mp-10010,175.0
Sc2ZnS4_mp-1001012,64.0
CaFeO3_mp-1001571,136.0
LiSnS2_mp-1001783,42.0
LiTiS2_mp-1001784,54.0
Li2SnIr_mp-1001914,70.0
LiMnO2_mp-1002572,110.0
Li2Mn3O6_mp-1003313,118.0
Mn3HO6_mp-1003317,132.0
Mg2Mn3O6_mp-1003485,101.0
Ce3AlC_mp-10036,81.0
LiMn3O6_mp-1003637,130.0
AlCo3C_mp-10037,234.0
Er3AlC_mp-10038,36.0
Pr3AlC_mp-10039,61.0
AlPt3C_mp-10040,168.0
Tb3AlC_mp-10041,36.0
V2AsC_mp-10046,203.0
MnAsRu_mp-10049,163.0
Co2B4Mo_mp-10055,303.0
UCo3B2_mp-10056,59.0
Sm2InHg_mp-1005693,54.0
VCoB3_mp-10057,289.0
YbCo3B2_mp-10058,199.0
ZrCo3B2_mp-10059,244.0
DyBPd3_mp-10060,139.0
LaPrIn2_mp-1006057,55.0
ErBPd3_mp-10061,140.0
Eu(MgBi)2_mp-1006146,33.0
CdSnSb2_mp-10063,36.0
UFe3B2_mp-10065,233.0
Ce(P3Ru)4_mp-10069,167.0
Hf3(NiGe)4_mp-10076,160.0
HoTlTe2_mp-1007663,32.0
TbTiGe_mp-10078,83.0
GaCo2Ni_mp-1007821,189.0
ErTlTe2_mp-1007907,29.0
DyTlTe2_mp-1007908,33.0
CrCu2Si_mp-1007924,127.0
CrInCu2_mp-1007961,89.0
CrCo2Si_mp-1008224,203.0
CrFe2Sb_mp-1008225,192.0
CrFe2Sn_mp-1008226,200.0
CrCo2As_mp-1008277,185.0
CdSiP2_mp-1008472,63.0
BeSiP2_mp-1008491,71.0
B2CN_mp-1008525,320.0
B2CN_mp-1008526,292.0
B2CN_mp-1008527,324.0
TmTlTe2_mp-1008561,29.0
VCoTe_mp-1008631,120.0
TiGePt_mp-1008680,142.0
RbCuO_mp-1008807,38.0
RbAgO_mp-1008813,-0.0
NaAgO_mp-1008866,59.0
MnFeTe_mp-1008872,86.0
MnCoSe_mp-1008873,89.0
MnCoTe_mp-1008874,112.0
MnCoS_mp-1008876,138.0
MgNiH_mp-1008881,131.0
MgAgSb_mp-1008903,76.0
LiMnAs_mp-1008911,42.0
LiFeP_mp-1008925,54.0
LiCdAs_mp-1009006,43.0
LiCuO_mp-1009014,110.0
KCuO_mp-1009020,46.0
KAgO_mp-1009048,42.0
BeGeAs2_mp-1009088,63.0
KCu4Se3_mp-10092,40.0
EuZnGe_mp-1009504,12.0
CsRbP_mp-1009544,8.0
CrFeTe_mp-1009592,105.0
CrCoTe_mp-1009593,137.0
BaSiC_mp-1009828,28.0
UTeAs_mp-10105,71.0
ScBIr3_mp-10113,238.0
ThB2Ir3_mp-10115,248.0
NdBPd3_mp-10120,128.0
UB2Os3_mp-10132,297.0
Sc3BPb_mp-10133,79.0
TmBPd3_mp-10134,142.0
YbBPd3_mp-10135,117.0
BeGeP2_mp-1013527,72.0
Ba3PN_mp-1013533,39.0
Ca3PN_mp-1013540,36.0
Ca3SbAs_mp-1013544,32.0
Ca3SbN_mp-1013548,56.0
Ba3BiN_mp-1013549,36.0
Ca3SbP_mp-1013550,40.0
Sr3AsP_mp-1013553,27.0
Sr3PN_mp-1013554,48.0
Sr3AsN_mp-1013555,57.0
Ca3BiP_mp-1013558,37.0
Sr3BiAs_mp-1013564,575.0
Ba3BiSb_mp-1013584,20.0
Sr3BiSb_mp-1013585,23.0
Sr3SbP_mp-1013588,98.0
Ti2ReB2_mp-10136,253.0
Ca3AsP_mp-1013642,29.0
Sr3BiP_mp-1013643,30.0
Ca3BiP_mp-1013702,24.0
Ca3BiAs_mp-1013703,24.0
Ca3BiSb_mp-1013704,69.0
Ba3SbN_mp-1013708,21.0
Ba3BiN_mp-1013710,17.0
Ba3SbP_mp-1013712,19.0
Ba3BiP_mp-1013713,17.0
Ba3SbAs_mp-1013714,19.0
Ba3BiAs_mp-1013716,19.0
Ba3BiSb_mp-1013719,19.0
Ca3BiSb_mp-1013733,26.0
Ba3AsN_mp-1013734,40.0
Sc3SnB_mp-10139,83.0
Sc3TlB_mp-10140,74.0
Mn2SiRh_mp-1014005,115.0
Ti2ZnN_mp-1014227,149.0
Hf3ZnN_mp-1014252,150.0
Ti3ZnN_mp-1014257,146.0
Li2YAl_mp-1014462,32.0
MnSbIr_mp-10154,132.0
KZnSb_mp-10161,24.0
SrMg6Mo_mp-1016296,39.0
SrMg6Nb_mp-1016329,22.0
SrMg6Ga_mp-1016442,15.0
Mg6NbC_mp-1016601,40.0
BaMg6Nb_mp-1016650,27.0
BaMg6C_mp-1016659,25.0
Na3SbS4_mp-10167,20.0
HfZnO3_mp-1016819,159.0
MgSnO3_mp-1016820,66.0
BaGeO3_mp-1016823,124.0
HfMgO3_mp-1016825,161.0
MgIrO3_mp-1016826,130.0
CdIrO3_mp-1016828,184.0
MgRuO3_mp-1016829,194.0
HgIrO3_mp-1016831,176.0
CaRhO3_mp-1016833,143.0
